Email,LeftParen,LeftSquareParen,Exclamation,Dollar,PercentSign,AvgAllCap,LongAllCap,TotalAllCap,Spam
1769,0.3,0,0.24,0.06,0,2.17,18,143,Yes
1770,0.11,0,0.24,0.23,0.01,6.54,683,1466,Yes
1771,0,0,2.15,0,0,5.21,36,99,Yes
1772,0.06,0,0.43,0.43,0,25.96,305,727,Yes
1774,0,0,0.12,0,0,1.94,12,97,Yes
1776,0.14,0,0,0,0,1.33,6,28,Yes
1777,0.03,0,0.96,0.13,0.13,8.08,70,501,Yes
1779,0.27,0,0.45,0.98,0,4.69,28,164,Yes
1780,0.28,0,1.03,0.09,0,3.62,63,344,Yes
1781,0.06,0,0.64,0.17,0.18,3.7,117,3498,Yes
1783,0.06,0,0,0,0,8.09,153,186,Yes
1786,0.09,0,1.43,0.54,0,4.09,23,225,Yes
1789,0.28,0,1.02,0.09,0,3.62,63,344,Yes
1790,0,0,0,0,0.76,21.43,62,150,Yes
1791,0,0,0.3,0,0,2,8,52,Yes
1792,0.11,0,0.49,0.16,0.02,8.55,669,1351,Yes
1793,0.06,0,0.1,0,0,2.72,24,318,Yes
1794,0.12,0,0.43,0.93,0.19,3,33,177,Yes
1795,0.09,0,0.12,0,0,6.27,196,608,Yes
1796,0.16,0,2.31,0.16,0,8.31,29,133,Yes
1797,0.03,0,1.1,0.13,0.03,7.17,54,430,Yes
1798,0,0,0.33,0.14,1.41,44.72,252,1118,Yes
1799,0.02,0,0.66,0.09,0,2.26,21,325,Yes
1800,0.21,0,0.21,0.21,0,3.76,25,79,Yes
1801,0,0,1.16,0.12,0,1.8,12,63,Yes
1802,0.21,0,0.21,0.21,0,3.76,25,79,Yes
1803,0,0,3.59,0,0,2.52,17,78,Yes
1805,0.25,0,0,0.05,0,2.47,30,168,Yes
1806,0,0,0.24,0.24,0,2.23,19,96,Yes
1807,0.11,0,0.49,0.16,0.02,8.55,669,1351,Yes
1809,0.04,0,0,0,0.04,2.6,42,182,Yes
1810,0.06,0,0.64,0.19,0,2.74,13,74,Yes
1811,0.13,0.26,0.51,0,0,3.69,62,258,Yes
1812,0,0,0.08,0,0,4.39,66,101,Yes
1813,0.02,0,0.89,0.03,0.05,3.45,318,1003,Yes
1816,0,0,0,0,0,1,1,3,No
1817,0.13,0,0.26,0,0,1.63,7,65,No
1818,0.1,0.32,0,0,0.01,4.41,28,1866,No
1819,0.67,0,0,0,0,2.5,11,35,No
1820,0.27,0.14,0,0,0.14,3.57,28,150,No
1821,0,0,0,0,0,1,1,1,No
1822,0,0,0.39,0,0,1.75,7,28,No
1823,0,0,0.73,0,0,2.29,7,16,No
1824,0.04,0,0.15,0,0,10.01,251,791,No
1825,0.15,0,0,0,0,2.77,12,83,No
1826,0.31,0,0,0,0,2,11,26,No
1827,0.15,0,0,0.03,0,2.32,18,709,No
1830,0,0,0.55,0,0,2,4,16,No
1831,0.12,0,0.12,0,0,3.39,28,122,No
1832,0.55,0,0,0,0,1.75,5,28,No
1833,0,0,0.38,0,0,1.44,5,13,No
1834,0.22,0,0,0,0,2.22,22,113,No
1836,0.2,0,0.04,0.03,0,1.87,29,843,No
1837,0.32,0,0,0,0,1,1,12,No
1839,0,0,0,0,0,1.14,2,8,No
1840,0.34,0,0,0,0,1.91,5,21,No
1842,0,0,0,0,0,2.32,11,72,No
1843,0.16,0,0.31,0,0,1.69,10,49,No
1844,0,0,0,0,0,1.54,4,20,No
1845,0.19,0.05,0,0,0,1.75,12,89,No
1847,0.24,0,0,0,0.06,2.51,12,123,No
1849,0,0,0,0,0,3.13,17,25,No
1850,0.11,0,0,0.07,0,2.85,26,433,No
1852,0.16,0,0.16,0,0.18,2.81,121,723,No
1854,0.21,0,0.21,0,0,1,1,11,No
1855,0.14,0,0.07,0,0,3.2,21,147,No
1856,0.2,0,0,0,0,1.95,10,41,No
1857,0.11,0,0.07,0,0,2.85,60,242,No
1858,0.55,0,0.05,0,0,1.84,11,158,No
1859,0,0,0.3,0,0,1.94,8,68,No
1860,0,0,0,0,0,5.5,10,11,No
1861,0.53,0,0,0,0,1.57,3,11,No
1863,0,0,3.05,0,0,1,1,8,No
1864,0.17,0,0,0,0,2.2,17,90,No
1865,0,0,0,0,0,1.24,5,21,No
1866,0,0,0.73,0,0,1.19,4,19,No
1868,0.05,0,0.05,0,0,2.33,22,107,No
1869,0.15,0.04,0,0.01,0,2.84,52,2078,No
1870,0.16,0.08,0.08,0,0,1.89,12,66,No
1871,0.06,0.06,0.06,0,0,1.39,11,71,No
1872,0.1,0,0,0.03,0,2.21,22,423,No
1874,0,0,0.12,0,0,2.06,34,130,No
1875,0.75,0,0,0,0,2,4,10,No
1876,0.12,0,0,0,0.11,4.77,63,1064,No
1877,0.18,0.09,0.09,0,0,1.21,5,40,No
1878,0.26,0,0,0,0,1.11,5,39,No
1879,0.24,0,0.24,0,0,1.69,10,27,No
1880,0,0,0,0,0,1.43,6,97,No
1881,0.22,0,0.22,0,0,1.69,10,27,No
1882,0.3,0,0,0,0,1.6,9,24,No
1884,0.41,0,0.31,0.1,0,2.03,11,59,No
1885,0.05,0,0,0.09,0,2.92,52,617,No
1887,0.02,0,0,0.03,0,1.71,36,220,No
1888,0,0,1.89,0,0,1.38,4,11,No
1891,0,0,0,0,0,1.42,6,68,No
1892,0.25,0,0,0,0,3.61,119,357,No
1893,0.44,0,0,0,0,2.45,37,120,No
1894,0.15,0,0,0,0,1.96,26,329,No
1895,0.09,0,0.04,0,0,2.03,22,971,No
1896,0.16,0,0,0,0,1.69,24,496,No
1897,0.05,0,0.05,0,0.24,2.72,38,566,No
1898,0.07,0,0,0,0,2.19,15,164,No
1901,0,0,0,0,0,1,1,4,No
1902,0.12,0,0,0,0,2.2,24,496,No
1903,0,0,0,0,0,5.5,10,11,No
1905,0.05,0,0,0,0,1.06,4,137,No
1906,0.43,0.08,0.02,0,0,4.11,52,654,No
1907,0,0,0,0,0,1.67,4,15,No
1908,0.53,0,0,0,0,4,11,68,No
1911,0,0,0,0,0,1.45,6,94,No
1914,0,0,0,0,0,5.5,10,11,No
1915,0.23,0,0.07,0,0,2.21,49,1026,No
1916,0,0,0,0,0,1.14,3,16,No
1917,0,0,0,0,0,2.59,18,166,No
1918,0.17,0,0.01,0.01,0,2.15,71,2954,No
1919,0.41,0.06,0,0.01,0,4.18,104,1655,No
1921,0,0.19,0,0,0,1.97,16,77,No
1922,0.06,0.06,0,0,0,2.24,17,206,No
1924,0.18,0,0,0,0,1.61,10,29,No
1925,0.45,0,0.2,0.12,0,1.95,7,142,No
1926,0,0,0,0,0,1.67,7,15,No
1927,0.27,0.27,0,0,0,2.27,16,84,No
1928,0,0,0,0,0,2.06,5,35,No
1929,0.74,0,0.15,0,0,1.97,18,71,No
1930,0.4,0.2,0,0,0,3.53,17,53,No
1932,0,0,0.31,0.31,0,7.59,66,129,No
1933,0.09,0,0,0,0,1.5,5,72,No
1934,0.2,0.06,0,0,0.45,3.41,108,536,No
1935,0.38,0,0.13,0,0,2.93,27,158,No
1936,0.18,0,0.05,0,0,1.32,5,98,No
1937,0.16,0.04,0,0.02,0,2.89,45,875,No
1938,0.12,0,0.37,0,0,1.64,12,110,No
1939,0,0,0.41,0,0.17,1.78,13,146,No
1940,0.21,0,0.21,0,0,1.26,4,24,No
1941,0,0.22,0.45,0,0,1.45,12,45,No
1943,0.12,0,0,0,0,1.74,10,59,No
1945,0,0,0,0,0,1.5,3,6,No
1946,0.36,0,0,0,0,2.03,7,81,No
1947,0.16,0,0,0,0,2.56,11,92,No
1948,0,0,0,0,0.38,2.31,9,30,No
1950,0,0,0.72,0,0,2.29,8,16,No
1951,0.27,0.07,0,0,0,18,200,378,No
1952,0.16,0,0,0,0,1.57,13,462,No
1953,0.11,0,0,0.05,0,2.17,20,446,No
1954,0.29,0,0,0,0,1.46,4,38,No
1956,0,0,0.15,0,0,1.53,9,69,No
1957,0.48,0,0,0,0,2.95,11,59,No
1958,0,0,0,0,0,1.35,7,88,No
1959,0.17,0,0.17,0,0,1.53,10,46,No
1960,0.12,0,0,0,0,2.47,11,47,No
1961,0.39,0.19,0,0,0.19,2.67,13,104,No
1962,0.15,0,0.05,0.03,0,1.95,23,836,No
1963,0.5,0,0,0,0,2.27,7,34,No
1964,0.15,0,0.03,0,0.03,2.85,12,388,No
1965,1.17,0,0,0,0,3.1,11,31,No
1966,0,0,0,0,0,1,1,4,No
1967,0.44,0,0,0,0,1.2,3,12,No
1968,0,0,0,0,0,1.5,6,66,No
1969,0.22,0.22,0,0,0,3.88,28,93,No
1970,0.16,0,0.13,0,0.16,3.08,121,693,No
1971,0,0,0.16,0,0,1.25,3,15,No
1972,0.28,0,0.28,0.09,0,2,11,60,No
1974,0.2,0.06,0,0.01,0,3.85,64,1583,No
1975,0.14,0,0,0,0,1.95,15,156,No
1976,0.15,0.05,0,0.01,0,3.69,85,1463,No
1977,0,0,0,0,0,1.19,3,25,No
1978,0.51,0,0,0,0,2.4,11,24,No
1980,0.38,0,0,0,0,8.13,75,195,No
1982,0.12,0,0.37,0,0,5.38,69,129,No
1983,0,0,0,0,0,7,17,35,No
1984,0.32,0.08,0,0,0,4.97,76,517,No
1985,0.11,0,0.11,0,0,1.23,4,32,No
1986,0.13,0,0.06,0.13,0,2.56,35,123,No
1988,0,0,0,0,0,5,17,20,No
1990,0,0,0,0,0,1.63,6,13,No
1991,0.41,0,0,0,0,3.34,7,167,No
1992,0,0,0,0,0,1.13,2,9,No
1993,0,0.16,0,0,0,1.47,12,44,No
1994,0.3,0,0,0.37,0,3.02,10,187,No
1995,0.35,0,0.18,0,0,1.24,3,36,No
1996,0,0,0,0,0,1.44,5,104,No
1997,0,0,0,0,0,1.33,3,12,No
1998,0.25,0,0.13,0,0,1.76,11,79,No
1999,0,0,0,0,0,1.17,3,14,No
2000,0,0.03,0,0,0,1.55,13,143,No
2002,0.39,0,0,0,0,1.55,6,17,No
2005,0,0,0.07,0,0,2,13,86,No
2006,0.57,0.09,0,0,0,2.25,13,146,No
2007,0.8,0.13,0,0,0.13,4.47,33,161,No
2008,0.55,0,0,0,0,4,37,216,No
2010,0.51,0.09,0,0,0,2.23,13,158,No
2012,0,0,0.14,0,0,1.54,8,43,No
2013,0.06,0,0,0,0.18,2.51,11,183,No
2014,0.05,0,0,0,0,3.34,107,194,No
2015,0.02,0,0,0,0,251,1488,1506,No
2016,0.18,0.05,0,0,0,1.84,13,305,No
2017,0.16,0.03,0.38,0,0.13,3.34,157,611,No
2018,0.25,0,0,0,0,2.12,15,142,No
2020,0,0,0,0,0,2,8,36,No
2022,0.17,0,0,0.13,0,3.27,31,196,No
2023,0,0,0,0,0,1.67,3,15,No
2024,0,0,0,0,0,1.29,4,84,No
2025,0,0,0,0,0,1,1,19,No
2026,0.29,0,0,0,0,1.25,2,15,No
2027,0.33,0.11,0,0,0.11,3.86,28,162,No
2028,0.05,0,0,0,0,2.29,45,172,No
2031,0.28,0.14,0,0,0,1.79,15,75,No
2032,0,0,0,0,0,1,1,6,No
2033,0.27,0.27,0,0,0,4.19,26,88,No
2035,0,0,0,0,0,1.75,5,21,No
2036,0.14,0.09,0,0,0,2.46,15,207,No
2037,0.51,0.17,0,0,0.08,4.07,28,236,No
2038,0.29,0,0.14,0,0,1.86,10,39,No
2039,0.23,0.12,0,0,0,1.75,13,145,No
2040,0.07,0,0,0.14,0.21,25.81,104,413,No
2041,0.2,0,0,0,0,3.38,53,159,No
2042,0.16,0,0,0,0,3.28,15,82,No
2043,0,0,0,0,0,1.26,4,24,No
2045,0.61,0,0,0,0,2.98,24,128,No
2047,0.4,0,0,0,0,3.09,11,68,No
2048,0.13,0,0,0,0,1.25,7,85,No
2049,0.08,0,0,0,0,4.3,87,262,No
2050,0.64,0,0.32,0,0,2.7,15,62,No
2051,0.12,0.12,0,0,0.12,3.7,28,148,No
2052,0,0,0,0,0,1,1,6,No
2053,0.35,0,0.18,0,0,2.1,12,63,No
2054,0.96,0,0,0,0,3.6,11,36,No
2055,0,0,0.38,0,0,1.33,3,8,No
2056,0,0,0,0,0,1,1,5,No
2057,0.25,0.1,0.05,0.05,0,2.73,15,248,No
2058,0.46,0.06,0,0,0,2.61,24,308,No
2059,0,0,0,0,0,1.18,3,13,No
2060,0.41,0.2,0,0,0,2.15,12,71,No
2061,0.02,0,0.02,0.05,0.09,8.76,161,876,No
2062,0.07,0,0,0.14,0.21,25.81,104,413,No
2063,0.42,0.05,0,0,0.05,2.6,13,250,No
2064,0.07,0.3,0,0,0.07,4.31,28,293,No
2065,0,0,0,0,0,2,5,16,No
2067,0.46,0.15,0,0,0,2.1,13,86,No
2068,0.07,0.3,0,0,0.07,4.27,28,286,No
2069,0,0,0.74,0,0,1.63,6,13,No
2070,0,0,0,0,0,1.05,2,20,No
2071,0,0,0,0,0,2.2,4,11,No
2072,0.35,0,0,0,0,2.53,11,86,No
2074,0.28,0.11,0.06,0.06,0,2.87,15,244,No
2075,0,0,0.26,0,0,2.2,10,44,No
2076,0,0,0,0,0,1.73,5,19,No
2078,0,0,0.21,0,0,1.75,6,49,No
2079,0,0,0,0,0,1.73,9,26,No
2080,0,0,0,0,0,1.59,8,43,No
2081,0.13,0,0.05,0.04,0,1.84,24,605,No
2083,0.14,0,0,0,0,1.87,24,174,No
2084,0.09,0,0.05,0,0,1.47,8,85,No
2085,0.42,0,0.14,0,0,1.41,5,24,No
2086,0,0,0.55,0,0,1.46,4,19,No
2087,0,0.17,0,0,0,2.57,15,172,No
2090,0,0,0,0,0,1,1,5,No
2091,0.14,0,0,0,0,1.1,3,22,No
2093,0.08,0,0,0,0,1.39,4,39,No
2094,0,1.1,0,0,0,2.38,5,19,No
2095,0.32,0,0,0,0,1.13,2,9,No
2096,0.16,0.04,0.02,0,0.02,2.6,28,758,No
2097,0,0,0.05,0,0,1.79,28,134,No
2099,0.05,0,0,0,0,1.13,10,263,No
2100,0,0.14,0,0,0,1.23,4,43,No
2101,0,0,0,0,0,1.25,2,5,No
2102,0.13,0.03,0.03,0,0.03,2.22,23,480,No
2103,0.09,0,0,0,0,2.43,24,557,No
2104,0.56,0,0,0,0,3.04,13,155,No
2105,0,0,0.5,0,0,1.54,8,20,No
2108,0.19,0.19,0,0,0,3.63,17,69,No
2109,0,0,0,0,0,1.58,8,38,No
2110,0,0,0,0,0,1,1,7,No
2111,0.11,0,0.09,0,0.2,2.43,121,666,No
2112,0,0,0,0,0,1,1,5,No
2114,0,0,1.46,0,0,1.07,2,16,No
2117,0.1,0,0,0.1,0,2.19,22,510,No
2118,0.16,0.08,0,0.02,0,2.73,38,1150,No
2119,0,0,0,0.16,0,9.88,235,1116,No
2120,0.05,0,0.08,0,0.24,3.15,121,618,No
2121,0.36,0,0,0,0,4.15,34,162,No
2122,0.07,0,0.07,0.07,0.04,3.24,38,347,No
2124,0,0,0,0,0,1.75,4,14,No
2125,0.13,0.03,0.03,0,0,2.94,34,353,No
2126,0,0,0,0,0,1.25,2,5,No
2127,0,0,0,0,0,1.31,8,55,No
2128,0.03,0,0,0.01,0,1.59,51,243,No
2129,0.56,0,0,0,0,3.57,11,75,No
2130,0.59,0,0.29,0,0,3.71,11,78,No
2131,0.04,0,0.04,0,0,1.52,4,44,No
2133,0.14,0,0.29,0,0,2.14,7,47,No
2134,0.26,0,0,0,0.03,2.89,28,347,No
2135,0.3,0,0,0,0,3.32,13,63,No
2136,0.23,0,0,0,0,1.86,8,39,No
2137,0,0.31,0,0,0,4.03,28,133,No
2138,0,0,0.25,0,0,3.21,12,45,No
2140,0.09,0,0,0,0,1.61,4,45,No
2141,0,0,0,0,0,1.55,3,17,No
2142,0.05,0.34,0,0,0.03,4.41,28,1399,No
2143,0.08,0,0,0,0,4.09,87,262,No
2144,0.12,0,0.12,0,0.37,5.52,34,182,No
2145,0,0,0,0,0.53,4.05,22,77,No
2146,0,0,0,0,0,1.33,3,8,No
2147,0,0,0,0,0,1.67,3,10,No
2148,0.54,0,0,0.14,0,2.62,11,76,No
2149,0,0,0,0,0,1,1,4,No
2150,0.08,0,0,0,0,2.32,17,88,No
2151,0.6,0,0,0,0,2.53,11,48,No
2152,0,0,0,0,0,1.23,3,16,No
2154,0,0,0,0,0,3.58,20,68,No
2155,0,0,0,0,0,1.26,4,192,No
2156,0.48,0,0,0,0,2.32,25,51,No
2157,0,0,0,0,0,1,1,5,No
2158,0,0,1.8,0,0,2.62,13,34,No
2159,0,0.22,0,0,0,5.36,28,150,No
2161,0,0,0,0,0.75,2.33,13,21,No
2162,0,0,0,0,0,1.27,4,52,No
2163,0,0,0,0,0,1.39,12,53,No
2164,0.26,0.1,0,0,0.26,3.55,46,259,No
2165,0.09,0,0,0.03,0,2.39,24,881,No
2167,0,0,0,0,0.13,5.63,118,338,No
2168,0.11,0,0.23,0,0,1.81,10,47,No
2169,0,0,0,0,0.47,2.25,14,27,No
2170,0,0,0.43,0,0,2,16,60,No
2172,0.13,0,0,0,0,4.54,52,186,No
2173,0.1,0.2,0.1,0,0.2,2.12,10,87,No
2174,0.23,0,0.12,0,0,1.62,10,68,No
2175,0.08,0,0,0,0,1.95,12,111,No
2176,0.04,0,0.06,0,0.23,3.13,121,749,No
2177,0,0,0,0,0,1.4,3,7,No
2178,0.12,0,0.04,0.05,0,1.66,27,1263,No
2179,0.05,0,0.07,0,0.26,2.78,121,622,No
2180,0,0,0,0,0,1.59,6,92,No
2181,0.12,0,0,0,0,1.83,8,22,No
2183,0.1,0,0.1,0,0,4.77,26,167,No
2184,0.18,0,0.04,0,0,1.67,10,180,No
2185,0,0,0,0,0,1.22,2,11,No
2186,0.11,0,0,0,0.01,2.11,58,3027,No
2187,0.1,0,0,0,0,3.09,55,142,No
2188,0,0,0,0,0,1,1,3,No
2189,0.44,0,0.09,0,0,2.81,13,90,No
2190,0.14,0.02,0,0,0,2.3,46,680,No
2191,0,0,0,0,0,1,1,1,No
2192,0,0,0,0,0,1.89,5,17,No
2193,0,0,0.25,0,0,2.62,9,55,No
2194,0,0,0,0,0,1.75,3,7,No
2195,0.08,0,0,0,0,1.96,12,110,No
2196,0,0,0,0,0,2,5,16,No
2197,0,0,0.26,0,0,1.57,14,36,No
2198,0,0,0,0,0,1.67,7,25,No
2199,0,0,0,0,0,1.33,2,4,No
2200,0.37,0,0,0,0,1.9,12,74,No
2201,0.3,0,0,0,0,1.76,12,81,No
2202,0.36,0.12,0,0,0,2.17,12,76,No
2203,0.25,0,0,0,0,1.56,6,39,No
2204,0,0,0,0,0,1.22,3,11,No
2205,0.31,0,0.31,0,0,3.97,34,151,No
2206,0.1,0.21,0.1,0,0,2.15,17,127,No
2208,0,0,0,0,0,1,1,3,No
2209,0,0,0,0,0.56,3,14,348,No
2210,0,0,0,0,0,1,1,6,No
2211,0,0,0,0,0,1,1,4,No
2213,0.18,0.09,0,0,0,2.32,12,109,No
2214,0.07,0,0,0,0,1.43,5,86,No
2216,0,0,0,0,0,1.1,2,11,No
2217,0,0,0,0,0,2.6,6,13,No
2218,0,0,0,0,0,1.29,2,9,No
2219,0.48,0,0.24,0,0,2.69,13,121,No
2220,0,0,0,0,0.23,2.52,31,517,No
2221,0,0,1.12,0,0,2.6,16,26,No
2222,0.28,0,0.14,0,0,1.99,11,147,No
2223,0,0,0,0,0,1,1,4,No
2224,0.45,0,0,0,0,11.69,75,187,No
2226,0,0,0,0,0,1.77,5,62,No
2228,0.16,0,0,0.08,0,2.35,28,508,No
2229,0,0,0,0,0,1.91,6,44,No
2230,0.1,0.05,0,0,0.05,3.15,57,246,No
2231,0.02,0,0,0,0,2.68,58,415,No
2233,0.39,0,0,0,0,2.14,10,75,No
2234,0.17,0,0,0,0,2.2,22,55,No
2235,0.61,0,0.2,0,0,2.54,15,61,No
2236,0,0,0,0,0,2.25,4,18,No
2237,0,0,0,0,0,2.92,7,35,No
2238,0.1,0,0,0,0,2.59,69,386,No
2239,0,0,2.27,0,0,1.75,7,14,No
2240,0.07,0,0,0,0,2.06,23,322,No
2243,0,0,0.29,0,0,2.43,17,56,No
2244,0.15,0,0.15,0,0,1.96,10,53,No
2245,0,0,0,0,0,2.16,5,294,No
2246,0,0,0.28,0,0,3,17,51,No
2247,0,0,0,0,0.66,3.04,14,219,No
2249,0,0,0,0,0,1,1,2,No
2250,0.46,0,0,0,0,2.33,11,42,No
2251,0,0,0,0,0,1.42,3,17,No
2252,0.07,0,0,0.03,0,2.25,18,481,No
2253,0.17,0.03,0.03,0.03,0,2.28,12,203,No
2255,0,0,0,0,0,1,1,5,No
2256,0.1,0.03,0.07,0,0,2.06,25,593,No
2259,0,0,0,0,0,1.41,5,24,No
2261,0.35,0.05,0,0,0,1.23,4,27,No
2263,0.3,0,0.05,0.03,0,2.55,49,1134,No
2264,0,0,0,0,0,1.53,7,46,No
2267,0,0,0.33,0,0,1.84,6,35,No
2269,0.88,0,0,0,0.29,3.37,7,64,No
2270,0.2,0,0,0,0,2.22,9,204,No
2273,0.34,0,0,0,0.34,2.95,7,59,No
2274,0,0,0,0,0,1,1,4,No
2276,0,0,0,0,0,1.5,4,9,No
2277,0.1,0.31,0,0.05,0,6.89,97,393,No
2278,0.64,0.05,0,0,0,3.55,37,373,No
2279,0,0,0,0,0,5.89,29,53,No
2280,0.15,0,0.15,0,0,1.48,10,43,No
2281,0,0,0,0,0,1.38,4,11,No
2282,0.13,0.04,0,0,0,2.02,19,125,No
2283,0,0,0,0,0,1,1,14,No
2284,0.31,0.04,0,0.12,0,1.89,13,189,No
2285,0.26,0.13,0,0,0,2.67,13,96,No
2286,0.24,0.05,0,0,0,1.95,12,323,No
2288,0.17,0.03,0,0.03,0,3.24,32,505,No
2289,0.23,0.11,0,0,0.11,3.65,28,157,No
2290,0.18,0,0,0,0,1.5,4,63,No
2292,0.12,0,0,0,0.1,4.44,50,932,No
2293,0.41,0,0,0,0,2.39,40,1795,No
2295,0.15,0.01,0.01,0,0,2.35,46,3006,No
2296,0.34,0.13,0,0,0,3.63,44,479,No
2297,0,0,0,0,0,2,4,6,No
2298,0,0,0,0,0,1.67,7,25,No
2300,0.14,0,0.28,0,0,1.74,10,66,No
2301,0.09,0,0,0,0,1.14,3,25,No
2302,0,0,0,0,0,3.07,10,46,No
2303,0,0,0.71,0,0,2.09,6,23,No
2304,0,0,0,0,0,2.6,31,122,No
2306,0.08,0,0.31,0.38,0,1.88,9,98,No
2307,0,0,0,0,0,7,35,63,No
2308,0,0,0,0,0,1,1,2,No
2309,0.2,0.05,0.17,0,0,4.03,100,608,No
2310,0.22,0,0.15,0,0,1.34,6,55,No
2311,0.05,0,0.05,0,0,2.41,25,367,No
2313,0,0,0,0,0,1,1,13,No
2314,0.2,0,0.31,0,0,5.53,100,431,No
2315,0.34,0,0,0,0,2.36,12,177,No
2316,0.11,0,0,0.11,0.11,2.56,12,69,No
2317,0.16,0.01,0,0,0,2.67,185,1763,No
2319,0,0,0,0,0,2.06,8,68,No
2320,0.13,0.03,0,0,0,1.43,5,80,No
2321,0.18,0,0.09,0,0,2.2,10,97,No
2322,0.11,0,0.19,0,0,1.18,4,104,No
2324,0.24,0,0,0,0,1.58,4,30,No
2325,0.33,0.05,0,0,0,1.2,5,67,No
2328,0.66,0,0,0,0,3.16,11,60,No
2329,0,0,0,0,0,2.43,23,114,No
2330,0.19,0.03,0,0.03,0,3.3,41,535,No
2331,0.19,0.04,0,0.03,0,2.82,32,628,No
2332,0.2,0,0,0,0,1.53,5,23,No
2333,0.16,0.04,0,0.02,0,2.83,47,815,No
2334,0.59,0.17,0,0,0,5.61,42,331,No
2335,0.59,0.17,0,0,0,5.61,42,331,No
2336,0,0,0,0,0,1.5,3,6,No
2337,0,0.05,0,0,0,1.41,12,62,No
2338,0.18,0,0,0,0,1.8,4,36,No
2339,0,0,0,0,0,1.15,3,31,No
2340,0,0,2.38,0,0,3.32,37,126,No
2341,0,0,0.44,0,0,2.13,10,17,No
2344,0,0,0.37,0,0,2.25,8,27,No
2346,0.19,0,0,0.01,0,2.14,107,3168,No
2347,0,0,1.09,0,0,1,1,3,No
2349,0.28,0,0,0,0,1.38,4,40,No
2350,0,0,0,0,0,1.77,8,23,No
2351,0.24,0,0,0,0,1.27,3,19,No
2353,0.15,0.07,0,0,0,1.96,13,133,No
2354,0,0,0.96,0,0,1.5,5,24,No
2355,0,0,0,0,0,1.77,4,53,No
2356,0,0,0.56,0,0,2,7,28,No
2358,0,0,0,0,0,1.63,8,31,No
2359,0.36,0,0.36,0,0,2.67,12,64,No
2360,0,0,0,0,0,1.38,5,55,No
2361,0.25,0,0,0,0,2.07,11,395,No
2363,0,0,0,0,0,4.23,53,148,No
2364,0.19,0,0,0,0,2.14,9,212,No
2365,0,0,0.79,0,0,1.88,7,15,No
2366,0.3,0,0,0,0,1.65,8,38,No
2367,0.69,0,0.69,0,0,1.3,4,13,No
2368,0.14,0,0,0,0,1.86,5,41,No
2369,0.49,0,0.2,0,0,3.16,10,79,No
2370,0,0,0,0,0,1.53,4,26,No
2371,0.11,0,0.11,0.27,0.11,2.29,16,208,No
2372,0,0,0,0,0,2.06,8,33,No
2373,0,0,0,0,0,2.78,14,25,No
2374,0,0,0,0,0,1.24,6,67,No
2375,0.11,0,0,0.04,0,1.63,11,307,No
2377,0.35,0,0,0,0,2.3,10,53,No
2378,0,0,0.39,0,0,1.6,4,16,No
2379,0.55,0,0.08,0,0,2.55,16,171,No
2380,0.05,0,0,0.01,0,2.45,25,566,No
2381,0.37,0,0,0,0,2.03,10,63,No
2382,0,0,0.47,0,0,2.45,15,27,No
2384,0,0,0.19,0,0,1.25,4,25,No
2385,0.09,0.09,0,0,0,1.97,16,65,No
2386,0,0,0,0,0,2.41,11,53,No
2387,0,0.68,0.68,0,0,2.9,18,29,No
2388,0.18,0.09,0.18,0,0,4.5,34,153,No
2389,0,0,0,0,0,1.3,4,13,No
2391,0.23,0,0.11,0,0,1.8,17,36,No
2392,0.58,0,0.13,0,0,2.9,16,249,No
2393,0.29,0.02,0.06,0.05,0,2.01,32,1026,No
2394,0.33,0.02,0.06,0.06,0,2.02,25,897,No
2395,0.14,0,0,0,0,3.18,15,89,No
2396,0,0,0,0,0,1.09,3,89,No
2397,0,0.69,0,0,0,1.89,5,17,No
2398,0,0,0,0,0,4,45,140,No
2399,0,0,0,0,0,5.2,17,26,No
2400,0,0,0,0,0.16,2.31,14,90,No
2401,0.36,0.43,0,0,0.07,2.24,12,161,No
2403,0.19,0,0.37,0,0,2.28,11,41,No
2404,0,0,0,0,0,1.41,6,38,No
2405,0.36,0,0.24,0,0,4.67,34,126,No
2406,0.15,0,0,0,0,2.35,14,188,No
2407,0,0,0.24,0,0,2.83,12,68,No
2408,0,0,0,0,0,1.5,9,30,No
2409,0,0.14,0,0,0,3.47,28,125,No
2410,0.16,0,0,0,0,4.24,52,140,No
2411,0,0,0,0,0,1.5,4,18,No
2412,0,0,0.17,0,0,2.19,11,59,No
2413,0.16,0,0.16,0,0.08,2.34,13,150,No
2416,0,0,0,0,0,3.5,9,21,No
2417,0.21,0,0,0,0,1.74,12,125,No
2418,0,0,0,0,0,1,1,16,No
2420,0.48,0.16,0,0,0,4.39,33,145,No
2421,0.41,0,0.1,0,0,2,12,94,No
2422,0,0,0.1,0,0,2.37,45,180,No
2423,0.15,0.03,0,0.03,0,4.13,78,645,No
2424,0.14,0.08,0,0.01,0,3.72,107,1386,No
2425,0.22,0,0.22,0,0.22,2.17,6,39,No
2426,0.31,0,0.06,0,0,1.9,13,118,No
2428,0.33,0,0,0,0,1.13,2,18,No
2429,0,0,0.2,0,0.2,2.22,20,40,No
2430,0,0,0,0,0,2.13,6,17,No
2431,0,0,0,0,0,2,3,4,No
2432,0.84,0,0,0,0.08,3.58,31,129,No
2433,0.12,0.12,0,0,0,3.57,75,336,No
